ID_pedido,anos_experiencia_agente,classificacao_agente,latitude_loja,longitude_loja,latitude_entrega,longitude_entrega,data_pedido,hora_pedido,hora_retirada,clima,trafego,veiculo,area,categoria_produto,tempo_entrega
ped_kj7k7k8hj,19,3.8,-0.007162398742990851,-0.0076642738030129045,0.12715999300079375,0.13106964962461562,2024-03-27,17:25:00,17:30:00,Chuvoso,Medio,Motocicleta,Urbano,Cosmeticos,47
ped_54dc3k7cu,14,4.3,11.011451149492592,76.94072847989825,11.048150184098457,76.96717337795204,2024-04-01,10:35:00,10:40:00,Tempestade,Baixo,Motocicleta,Metropolitano,Livros,137
ped_kkx8myej7,17,4.2,19.130894231827725,72.90426254532896,19.168722139685908,72.97393105707962,2024-03-30,23:45:00,00:00:00,Ventania,Baixo,Motocicleta,Metropolitano,Pets,164
ped_dy8vwxjck,10,4.5,12.339408463147675,76.63330723085197,12.341408315862152,76.64825137415734,2024-03-05,09:20:00,09:25:00,Nublado,Baixo,Motocicleta,Metropolitano,Pets,31
ped_7pzs1uqqh,1,4.9,22.74609388361238,75.88064582745211,22.82866666848548,75.95890288209868,2024-03-04,21:55:00,22:00:00,Ensolarado,Congestionamento,Van,Metropolitano,Joias,53
ped_w0zs7oda1,17,3.7,22.288377680576925,73.19631930155624,22.436831407669,73.29669887578629,2024-03-10,19:15:00,19:30:00,Nublado,Congestionamento,Scooter,Metropolitano,Cosmeticos,128
ped_j19rcp1ao,3,5.0,0.014972712790979123,0.003982729575863401,0.12834274907972007,0.13755782404920266,2024-02-14,23:30:00,23:45:00,Ensolarado,Baixo,Motocicleta,Urbano,Livros,154
ped_l5yp9ujln,14,3.9,21.16194140391688,72.76922962668145,21.14437758013213,72.76802900336271,2024-03-15,10:00:00,10:05:00,Chuvoso,Baixo,Van,Metropolitano,Eletronicos,45
ped_0r7koe7y6,6,3.9,11.004476973776201,76.97460520931992,11.043431339549864,77.00143128730586,2024-03-30,22:10:00,22:20:00,Neblina,Baixo,Motocicleta,Metropolitano,Eletronicos,41
ped_6oagldzjh,11,4.8,22.754758920663843,75.88960165182931,22.816227853546586,75.92691885687685,2024-03-24,18:55:00,19:05:00,Ensolarado,Medio,Motocicleta,Metropolitano,Cozinha,136
ped_y50p1vcrn,3,4.8,22.2958120307921,73.1640585870599,22.37322518437036,73.2152363459757,2024-04-02,22:20:00,22:25:00,Nublado,Baixo,Scooter,Metropolitano,Brinquedos,52
ped_41ehrw59l,10,3.9,25.440230331609456,81.82765612654602,25.577399812110073,81.94947378940425,2024-02-14,22:25:00,22:40:00,Ventania,Baixo,Scooter,Metropolitano,Cuidados pessoais,91
ped_xcvbxhadh,9,4.2,13.05378902452859,80.21448107520489,13.077275580808129,80.27956369351446,2024-04-05,18:15:00,18:25:00,Ensolarado,Medio,Motocicleta,Metropolitano,Livros,26
ped_y5p4emhkc,1,3.5,23.409151394336373,85.38634953116963,23.466770664390104,85.4548567412171,2024-03-11,17:50:00,18:05:00,Chuvoso,Medio,Motocicleta,Urbano,Lanches,45
ped_6dv78q5zo,3,4.1,21.183674937098928,72.80559851757809,21.210386557302904,72.84210441230675,2024-03-15,16:40:00,16:50:00,Ensolarado,Medio,Motocicleta,Urbano,Livros,178
ped_5d3sqqlo2,6,4.5,-0.002774713611757766,-0.002058292202300625,0.061870261583350385,0.06474059432392407,2024-03-07,18:30:00,18:35:00,Tempestade,Medio,Scooter,Metropolitano,Pets,40
ped_k0nom7ef2,14,4.6,12.953074071670533,77.72030638249268,12.989666458373785,77.72811000588158,2024-03-13,09:15:00,09:30:00,Neblina,Baixo,Motocicleta,Metropolitano,Pets,105
ped_6x26b73rv,11,3.6,26.494378232139113,80.3202769997434,26.54654516891935,80.42877883610014,2024-02-16,17:25:00,17:35:00,Ensolarado,Medio,Motocicleta,Urbano,Lazer,29
ped_cpjollo0t,16,4.1,22.746267976518048,75.90210379751517,22.77624515715932,75.93462600870595,2024-03-17,09:00:00,09:05:00,Neblina,Baixo,Van,Urbano,Livros,177
ped_gz0nmnt5b,1,3.6,12.32702685469577,76.59066666810548,12.355647827918835,76.63615448672773,2024-03-11,17:40:00,17:55:00,Tempestade,Medio,Scooter,Metropolitano,Joias,67
ped_pr662y5jm,12,3.6,11.024249291548804,76.95689769704732,11.090203491874636,77.05617310405269,2024-03-04,20:20:00,20:25:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Casa,117
ped_cwzeq2574,5,4.3,23.37931626253604,85.3387641975712,23.482655944815477,85.46713108248551,2024-04-02,17:30:00,17:35:00,Ventania,Medio,Motocicleta,Metropolitano,Cozinha,122
ped_luv3tvbg6,13,4.9,12.345669223541893,76.59633437690647,12.393978237798173,76.631104868377,2024-04-01,16:10:00,16:15:00,Ensolarado,Medio,Motocicleta,Metropolitano,Lanches,74
ped_11f49jsf7,4,4.5,13.070096346314038,80.26398630957593,13.100438329040767,80.28244307959636,2024-03-05,19:50:00,20:05:00,Ventania,Congestionamento,Motocicleta,Metropolitano,Acessorios,34
ped_hfyovdivr,19,4.7,30.335666868305463,78.06977513798572,30.473838062911003,78.19557898108098,2024-02-18,20:00:00,20:10:00,Neblina,Congestionamento,Van,Metropolitano,Calçados,72
ped_x8crytymn,15,4.9,21.183954016159824,72.76690985825928,21.203178176198914,72.81513996408884,2024-03-19,09:15:00,09:20:00,Nublado,Baixo,Motocicleta,Urbano,Pets,43
ped_3136r1ine,12,3.5,17.42818415818074,78.4170618824918,17.50580309330366,78.48378104656592,2024-04-02,21:55:00,22:00:00,Nublado,Congestionamento,Scooter,Metropolitano,Joias,29
ped_8ga8bdj87,4,3.9,13.092306126343573,80.24701192616403,13.13642478002633,80.30285168219251,2024-03-15,18:40:00,18:55:00,Ventania,Medio,Scooter,Metropolitano,Casa,118
ped_5uuw9oa23,10,3.7,17.444909438085233,78.5016328307931,17.515129694055773,78.5416265447574,2024-04-01,14:50:00,15:00:00,Ventania,Alto,Scooter,Metropolitano,Livros,178
ped_s6xfjrgj1,10,4.3,0.009992460527936122,-0.0019833218160668856,0.042471949405245076,0.03078910023936552,2024-04-03,18:35:00,18:50:00,Neblina,Medio,Van,Metropolitano,Calçados,113
ped_770cgo8an,2,3.8,22.698757219218557,75.85276936340274,22.750527258880243,75.92157695782102,2024-03-03,21:35:00,21:50:00,Neblina,Congestionamento,Scooter,Metropolitano,Eletronicos,55
ped_zvt998pfv,2,4.4,19.180698639672624,72.838784760039,19.245552955979832,72.90413916173561,2024-03-08,23:00:00,23:05:00,Ensolarado,Baixo,Scooter,Urbano,Esportes,51
ped_g4qpniph0,7,5.0,25.449371430449453,81.81249090980153,25.55800938111532,81.94808469740977,2024-02-16,21:30:00,21:40:00,Neblina,Congestionamento,Motocicleta,Metropolitano,Eletronicos,178
ped_nbxhgow20,16,4.5,18.936251784132832,72.82369116598369,19.023470074381613,72.90394462558346,2024-04-02,21:25:00,21:40:00,Ventania,Congestionamento,Scooter,Metropolitano,Pets,150
ped_ki762n40r,19,3.8,10.969039762100365,76.97244029473686,11.005373504208773,77.04693970976956,2024-03-26,18:40:00,18:55:00,Neblina,Medio,Scooter,Metropolitano,Mercado,160
ped_k8rgs1gb5,6,3.7,17.46638805477487,78.49575839521378,17.58498361949774,78.60920677963345,2024-03-18,21:20:00,21:30:00,Ensolarado,Congestionamento,Scooter,Outro,Eletronicos,73
ped_v3nciofyd,13,3.9,17.446016409017318,78.37312203589664,17.53648722684594,78.43528465180407,2024-03-04,18:40:00,18:45:00,Nublado,Medio,Scooter,Metropolitano,Casa,128
ped_ucc3czjen,13,4.6,0.0018508026935677886,0.0007129499047171523,0.022996518257332947,0.03879852181978064,2024-02-11,16:25:00,16:30:00,Neblina,Medio,Scooter,Urbano,Esportes,175
ped_jickcncfn,15,4.1,13.01358060658441,80.1978413177018,13.056130616417919,80.25696704904983,2024-03-19,12:55:00,13:05:00,Nublado,Alto,Scooter,Metropolitano,Esportes,35
ped_py0vkssp3,18,4.2,22.7411937782228,75.90378694413579,22.763189570887313,75.89497892981225,2024-04-03,09:10:00,09:20:00,Chuvoso,Baixo,Motocicleta,Metropolitano,Acessorios,139
ped_h3h2n99lm,11,3.7,13.066215838822908,80.26027574102845,13.198975289068963,80.37984897257516,2024-03-27,17:55:00,18:00:00,Neblina,Medio,Scooter,Metropolitano,Lazer,158
ped_lnjhxyhmc,9,4.3,12.943312746541778,77.61960582625044,12.940751601348552,77.62427384062683,2024-03-03,10:35:00,10:45:00,Tempestade,Baixo,Motocicleta,Urbano,Joias,109
ped_ijs1rrhh9,9,3.5,22.315974828955724,73.17464798318679,22.40708788181953,73.26876843083255,2024-03-02,20:35:00,20:50:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Joias,44
ped_5ucxpsvvm,14,3.7,19.173564245956705,72.83831504286016,19.19774378721733,72.85110637858094,2024-03-26,08:10:00,08:20:00,Neblina,Baixo,Motocicleta,Metropolitano,Lanches,174
ped_l1hitodxf,14,4.7,15.569786049813134,73.7534326833908,15.64674469102498,73.80224694903079,2024-02-16,23:40:00,23:55:00,Nublado,Baixo,Motocicleta,Metropolitano,Casa,36
ped_wo3t0076j,18,3.8,17.420101204788413,78.41091268308296,17.48326072968406,78.45712810825982,2024-03-15,23:25:00,23:35:00,Tempestade,Baixo,Motocicleta,Metropolitano,Joias,41
ped_ihnajdr3z,7,3.7,21.139159097559755,72.77111232910116,21.271131201515985,72.91703830180471,2024-03-14,21:10:00,21:25:00,Neblina,Congestionamento,Motocicleta,Metropolitano,Esportes,38
ped_n2ivx894o,5,4.0,12.941784979223922,77.70105591439025,13.030127528293379,77.79045608617814,2024-03-18,20:45:00,20:55:00,Neblina,Congestionamento,Motocicleta,Metropolitano,Casa,38
ped_g807yfdbn,14,4.4,12.917224805489342,77.68949627272848,12.99766805815236,77.74502299722924,2024-03-02,21:15:00,21:20:00,Nublado,Congestionamento,Van,Metropolitano,Esportes,148
ped_d8m27zzdn,3,4.0,30.886204587710388,75.84058782522504,30.88584348255155,75.86059304726692,2024-02-13,10:00:00,10:05:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Acessorios,143
ped_kcwhznevn,18,3.5,12.975447563591164,80.2546815640861,13.042408594661284,80.30180770771513,2024-03-16,19:55:00,20:10:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Eletronicos,142
ped_lc3tc6mrk,5,3.9,30.894851165710175,75.83019548869467,31.010713238131324,75.94289668598645,2024-02-16,19:35:00,19:40:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Esportes,135
ped_zgzcaqliq,1,3.5,18.58063533837535,73.78044156533603,18.679115777635424,73.84781332180658,2024-03-27,17:55:00,18:00:00,Ensolarado,Medio,Motocicleta,Outro,Cuidados pessoais,145
ped_rw0b0oe48,11,4.1,0.010169110316342503,0.01779673686560451,0.07084106934364431,0.056605312449166556,2024-03-09,18:55:00,19:00:00,Chuvoso,Medio,Motocicleta,Metropolitano,Calçados,91
ped_s1b9tch3l,3,3.8,18.581782341578492,73.78568743517884,18.6851337152352,73.86786981496853,2024-03-25,19:25:00,19:35:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Lazer,97
ped_qbw0sb56w,12,4.7,21.143736673758674,72.76899969292899,21.168179970985623,72.80193912296794,2024-03-30,10:50:00,10:55:00,Chuvoso,Baixo,Scooter,Metropolitano,Joias,70
ped_np7t92iiy,3,3.8,12.346423097577473,76.6100100408627,12.496153231706314,76.74404622765661,2024-03-23,17:50:00,17:55:00,Ventania,Medio,Scooter,Metropolitano,Lazer,79
ped_qgprnrhyt,12,4.8,19.128805529474498,72.82134287160328,19.198012163018266,72.87322594566929,2024-03-09,22:00:00,22:15:00,Tempestade,Congestionamento,Scooter,Outro,Esportes,112
ped_axmk63qev,7,3.6,12.928100559486287,77.62040959001493,13.001623175990149,77.70276700368429,2024-03-16,22:40:00,22:45:00,Nublado,Baixo,Motocicleta,Metropolitano,Lazer,165
ped_ojao2uo8e,2,4.1,10.0073680075369,76.34514269834138,10.09455589425697,76.43792146722956,2024-02-16,19:35:00,19:45:00,Ensolarado,Congestionamento,Scooter,Metropolitano,Cosmeticos,48
ped_snos0psw9,18,5.0,23.330722972735515,85.31636506616861,23.33427692557588,85.33955333751304,2024-03-13,10:00:00,10:15:00,Ensolarado,Baixo,Scooter,Metropolitano,Brinquedos,96
ped_rxgygextu,19,4.4,12.962572054490261,80.23020057383005,13.032767624377652,80.26824149450337,2024-03-30,21:30:00,21:40:00,Chuvoso,Congestionamento,Scooter,Metropolitano,Brinquedos,101
ped_tjw6o7oei,18,4.9,12.98131984781285,77.60573797730056,13.006574669739498,77.63223257554137,2024-03-30,13:15:00,13:30:00,Neblina,Alto,Motocicleta,Metropolitano,Lanches,92
ped_01i9i4nob,9,4.1,12.944714331395696,77.71134836860107,13.020727107525657,77.75301959567781,2024-04-02,20:10:00,20:25:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Esportes,32
ped_50gn2terh,4,3.7,12.982231825634084,77.64568419244597,13.041303408119367,77.70982726219171,2024-03-15,18:15:00,18:30:00,Nublado,Medio,Motocicleta,Metropolitano,Eletronicos,66
ped_gxvt0tfho,2,3.6,0.010501123063588165,-0.0026180090829794685,0.07383185080403554,0.05352366811450465,2024-02-11,19:20:00,19:30:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Livros,90
ped_v8m1t2ec0,12,4.4,17.439853204458306,78.36157420611023,17.46612442018618,78.4161840346669,2024-03-13,09:20:00,09:30:00,Ventania,Baixo,Scooter,Urbano,Calçados,40
ped_etw5l5p0a,8,4.2,10.034647284521157,76.337574694882,10.066109461445617,76.35436230007961,2024-02-15,09:55:00,10:10:00,Ensolarado,Baixo,Scooter,Urbano,Casa,144
ped_lmh2pe6t9,13,3.6,22.55819485824904,88.43649395777261,22.6591095754081,88.52752081270008,2024-02-18,17:20:00,17:35:00,Tempestade,Medio,Motocicleta,Metropolitano,Brinquedos,176
ped_5bll77lqf,12,4.5,30.35106071319292,78.0355890640683,30.365646455599585,78.09358167763925,2024-02-13,19:25:00,19:30:00,Ensolarado,Congestionamento,Motocicleta,Metropolitano,Pets,55
ped_3vwpz4bcx,2,4.9,23.340307828102922,85.35050808191842,23.424136170165383,85.37746371992772,2024-03-21,19:40:00,19:45:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Acessorios,20
ped_09q3dr04l,12,4.6,26.90129794184712,75.76315690662102,26.947209394997603,75.81994574269925,2024-03-26,20:50:00,21:00:00,Ensolarado,Congestionamento,Scooter,Metropolitano,Calçados,163
ped_419zmrq5v,14,3.9,17.4158401443339,78.43102042666992,17.472543479785465,78.52417255160708,2024-03-29,17:25:00,17:35:00,Ensolarado,Medio,Motocicleta,Urbano,Lazer,141
ped_8pcv4pbvn,16,4.6,23.41516022387986,85.3143873201418,23.500034319052368,85.4041975049677,2024-03-10,23:40:00,23:55:00,Tempestade,Baixo,Scooter,Urbano,Esportes,128
ped_ne0pdwj4q,17,3.7,23.216389314558167,77.4497030029149,23.256305856641667,77.48802305971795,2024-02-15,12:30:00,12:40:00,Ventania,Alto,Motocicleta,Urbano,Cosmeticos,49
ped_0ox8mnff5,7,4.4,21.186929776524188,72.77894675954164,21.221224597421045,72.83437010530884,2024-03-15,14:35:00,14:45:00,Neblina,Alto,Motocicleta,Metropolitano,Esportes,37
ped_uu3vsb6ax,10,3.8,18.536910600019198,73.90686237632445,18.608482172961754,73.97806971135988,2024-03-12,22:10:00,22:15:00,Tempestade,Baixo,Motocicleta,Metropolitano,Mercado,142
ped_ujlwlpcbf,12,4.1,12.309191955331144,76.58936285184309,12.401794449301589,76.68945971113202,2024-03-10,20:35:00,20:45:00,Ventania,Congestionamento,Scooter,Metropolitano,Eletronicos,161
ped_vciu6aagl,5,3.7,30.895198309074043,75.80726019197994,30.935413540087737,75.84331633790917,2024-02-15,20:15:00,20:30:00,Ensolarado,Congestionamento,Scooter,Metropolitano,Mercado,160
ped_502bsy8a1,16,4.6,18.54801852216803,73.90800134483774,18.583004260800443,73.94663984455194,2024-03-01,18:15:00,18:30:00,Tempestade,Medio,Scooter,Metropolitano,Mercado,22
ped_rrx2s44v2,17,3.8,21.179621450746907,72.81883370284979,21.27533185996204,72.90598127853646,2024-03-08,18:30:00,18:35:00,Tempestade,Medio,Motocicleta,Metropolitano,Roupas,104
ped_tbdsgp6td,3,5.0,18.604318646566348,73.78608093228348,18.68273114170116,73.8778210869255,2024-03-12,23:55:00,00:10:00,Chuvoso,Baixo,Motocicleta,Metropolitano,Livros,20
ped_o3nfvrou9,19,4.2,22.32397139927127,73.15719100852779,22.365016372102655,73.19010786706268,2024-03-17,23:45:00,23:50:00,Tempestade,Baixo,Scooter,Metropolitano,Brinquedos,122
ped_l0k4ayyqg,10,3.8,13.020555416896983,80.14353674602943,13.161889056633521,80.31307426839835,2024-03-10,20:30:00,20:45:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Pets,59
ped_5yr8zlnhv,13,4.8,26.475896031840556,80.3131630769916,26.523312222504252,80.35461851979356,2024-02-17,17:50:00,17:55:00,Ventania,Medio,Motocicleta,Metropolitano,Cuidados pessoais,51
ped_l5m6a1cp5,4,5.0,0.0016146243350263628,-0.0023848814301605428,0.06879381710377319,0.07636930068655473,2024-03-23,20:15:00,20:25:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Cozinha,68
ped_jaggddyeg,14,4.0,26.913268617246988,75.79129367676238,26.913549006120515,75.81124650301354,2024-03-26,08:50:00,09:00:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Livros,120
ped_c8klpgujr,2,4.3,11.004202401891803,76.968309980202,11.119583518549486,77.08370574497074,2024-03-08,17:20:00,17:30:00,Ventania,Medio,Motocicleta,Metropolitano,Acessorios,118
ped_2z3aoys16,16,3.9,26.88180702326347,75.80742577717277,26.991067473869503,75.90337626063715,2024-03-18,20:10:00,20:15:00,Ensolarado,Congestionamento,Motocicleta,Metropolitano,Livros,175
ped_on85nmulo,2,4.9,0.009650587499941136,0.006034237429681656,0.0661683506986388,0.04982567002427096,2024-02-17,22:50:00,23:00:00,Ventania,Baixo,Scooter,Urbano,Eletronicos,118
ped_xtanbhktq,9,3.8,23.377829003154524,85.37977802699226,23.491176745440363,85.4654346121967,2024-03-27,17:50:00,18:00:00,Ventania,Medio,Motocicleta,Metropolitano,Joias,91
ped_ltjucdx04,6,3.8,12.910796568951957,77.67884357413085,13.0492204364608,77.8075462517285,2024-04-06,23:10:00,23:15:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Mercado,88
ped_jdloz7ari,5,4.3,23.388805401135237,85.30867746985143,23.436567437281937,85.38302038896133,2024-04-06,17:45:00,18:00:00,Neblina,Medio,Motocicleta,Metropolitano,Pets,98
ped_73dxzgun7,3,4.2,12.325733797647114,76.6198547901256,12.341188375658666,76.65837906252852,2024-03-15,19:40:00,19:50:00,Chuvoso,Congestionamento,Scooter,Metropolitano,Eletronicos,41
ped_jkg81oanm,18,3.8,22.753205649725917,75.88629796665369,22.85408339827001,75.97330826466356,2024-03-20,18:00:00,18:10:00,Ventania,Medio,Van,Metropolitano,Lazer,175
ped_vuri49e4a,6,4.0,23.269241218807792,77.39901201239275,23.300046074161735,77.4757136202024,2024-02-17,22:30:00,22:45:00,Tempestade,Baixo,Scooter,Metropolitano,Cosmeticos,128
ped_voz207ul8,6,4.4,21.162864558727474,72.79682878824592,21.236683167478056,72.84904693782644,2024-03-06,17:35:00,17:40:00,Ensolarado,Medio,Scooter,Metropolitano,Livros,100
ped_76whs803t,4,3.8,21.174692421535457,72.78617234094109,21.238056988294282,72.86178011390557,2024-03-19,21:40:00,21:55:00,Tempestade,Congestionamento,Van,Urbano,Lazer,95
ped_1jyna3myl,8,3.9,22.74112982838755,75.89780971101696,22.806195152938276,75.9708082457798,2024-03-24,18:40:00,18:50:00,Nublado,Medio,Motocicleta,Metropolitano,Acessorios,152
ped_xfiwf81et,15,4.9,13.060432007671139,80.26003634716173,13.135081315907083,80.35844932605163,2024-04-06,23:40:00,23:50:00,Neblina,Baixo,Motocicleta,Metropolitano,Livros,141
ped_ptvwl61dh,19,3.8,17.480679122320606,78.38329984752635,17.578005291768036,78.52008192320332,2024-03-04,17:50:00,17:55:00,Ensolarado,Medio,Motocicleta,Metropolitano,Esportes,100
ped_ul8phelzi,13,4.5,19.184224403173914,72.84191005783,19.22756311835441,72.86421267329351,2024-03-28,16:40:00,16:55:00,Tempestade,Medio,Motocicleta,Metropolitano,Esportes,72
ped_1hbv3px06,13,3.6,-0.005439816895446864,0.01476893005461315,0.04723897713070494,0.047510118221133144,2024-02-13,18:35:00,18:50:00,Tempestade,Medio,Motocicleta,Metropolitano,Joias,113
ped_f3zn4pubh,3,4.3,19.867839589856356,75.31123434841439,19.937510948524757,75.40589622111959,2024-02-12,19:25:00,19:35:00,Ventania,Congestionamento,Motocicleta,Metropolitano,Lazer,48
ped_gzurra0h1,4,4.6,22.752517110657116,75.89323652689872,22.72470292948064,75.89801897371217,2024-04-03,08:45:00,08:55:00,Nublado,Baixo,Motocicleta,Metropolitano,Joias,106
ped_bvtn84chz,6,4.6,12.990857847001113,77.6514202545609,13.118488564954143,77.76594378365468,2024-03-02,21:30:00,21:45:00,Chuvoso,Congestionamento,Van,Outro,Lanches,143
ped_xoo8q4beb,19,4.0,13.047117209159548,80.20078524868546,13.062458965536923,80.22812970462861,2024-04-01,18:15:00,18:20:00,Nublado,Medio,Motocicleta,Metropolitano,Esportes,133
ped_bzj0hj8xx,18,4.6,26.91134907536674,75.79794109186147,26.99098469449057,75.89451594270737,2024-04-06,20:55:00,21:00:00,Neblina,Congestionamento,Motocicleta,Metropolitano,Lanches,50
ped_4dn9zl0f0,11,5.0,-0.011077426097414286,0.00042876251007161907,0.10813595046728491,0.11353840025996234,2024-03-04,23:30:00,23:40:00,Chuvoso,Baixo,Van,Metropolitano,Lanches,56
ped_nvtcipi57,5,4.8,23.392175413577412,85.39291798258218,23.46792063139527,85.45336279154341,2024-03-20,21:25:00,21:35:00,Ventania,Congestionamento,Motocicleta,Metropolitano,Pets,139
ped_y00bvbajl,14,3.8,19.135202058550934,72.9112398720636,19.165230204476615,72.96946290983502,2024-03-19,22:25:00,22:35:00,Chuvoso,Baixo,Scooter,Metropolitano,Cuidados pessoais,84
ped_qcul0oce7,5,4.3,0.012650296773935397,-0.018954441326120838,0.10191325467216711,0.13741320671287538,2024-02-16,19:20:00,19:25:00,Neblina,Congestionamento,Scooter,Metropolitano,Lazer,155
ped_7umynrcc5,16,4.5,12.353523765543512,76.60584226489945,12.357735946318195,76.61563920916274,2024-03-09,08:45:00,08:55:00,Nublado,Baixo,Scooter,Urbano,Cosmeticos,135
ped_r559280x9,13,4.0,23.34538887286706,85.33752031365677,23.428840253932812,85.38798398507497,2024-04-03,22:30:00,22:45:00,Chuvoso,Baixo,Scooter,Metropolitano,Calçados,21
ped_8fgnq0fc8,17,4.1,13.039466985990508,80.27200651278352,13.16548256740086,80.37506321686017,2024-03-25,17:55:00,18:05:00,Chuvoso,Medio,Motocicleta,Metropolitano,Joias,108
ped_bswqii8il,7,4.3,23.36124517361694,85.33634628472743,23.411548844063493,85.40888608084637,2024-04-03,19:55:00,20:05:00,Ensolarado,Congestionamento,Motocicleta,Metropolitano,Mercado,178
ped_cu167v34p,7,4.0,25.451916212640022,81.84838546794133,25.601908024856613,81.97040659049114,2024-02-18,21:50:00,22:00:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Calçados,57
ped_8aiawrdj0,17,4.5,17.472065700764972,78.38275417511842,17.52331240763355,78.45308741887266,2024-03-06,18:30:00,18:40:00,Chuvoso,Medio,Motocicleta,Metropolitano,Eletronicos,90
ped_bd6hog3xt,11,3.9,12.998510939382697,80.21689651968946,13.066255447324714,80.3112907203341,2024-03-27,21:55:00,22:05:00,Neblina,Congestionamento,Scooter,Metropolitano,Cozinha,111
ped_egbjmucnp,15,4.7,13.083890437058924,80.23482127502757,13.138316040097322,80.25821053887644,2024-04-01,16:45:00,16:50:00,Nublado,Medio,Motocicleta,Metropolitano,Cuidados pessoais,102
ped_hxnfx2z7e,2,4.2,18.54750917587237,73.92748027636587,18.55883889972871,73.94484384122208,2024-03-21,11:15:00,11:25:00,Neblina,Alto,Motocicleta,Metropolitano,Joias,154
ped_77mcevu0x,18,4.7,26.85847407988189,75.8000539665894,26.916775628735635,75.8635364114847,2024-04-01,19:00:00,19:15:00,Ventania,Medio,Motocicleta,Metropolitano,Pets,128
ped_hd9f4efba,6,4.8,26.496941569201546,80.31155482535593,26.523590527564853,80.3814923933385,2024-02-11,23:15:00,23:30:00,Chuvoso,Baixo,Motocicleta,Metropolitano,Cosmeticos,135
ped_2wrcp94vh,11,4.7,26.954954715891894,75.76547881002368,26.990382356349603,75.8034788813402,2024-03-28,23:00:00,23:10:00,Ventania,Baixo,Scooter,Outro,Acessorios,38
ped_vm2pj76n5,4,4.7,13.062185206587536,80.26693706639023,13.054397682878733,80.26202964936685,2024-03-26,11:50:00,11:55:00,Ensolarado,Alto,Motocicleta,Metropolitano,Acessorios,52
ped_woyzlss5j,13,4.5,0.006310788071739143,0.004255095436911038,0.00617860242228929,0.013881495409255817,2024-03-05,11:40:00,11:55:00,Tempestade,Alto,Motocicleta,Urbano,Livros,52
ped_0wr8mb9vt,10,4.0,26.904079288273188,75.79412265801072,26.98165007110836,75.86017664591857,2024-03-04,17:20:00,17:30:00,Chuvoso,Medio,Motocicleta,Metropolitano,Lazer,34
ped_glo2hwm6e,11,3.6,12.949887581291334,77.65901673527327,13.020272376350245,77.69258257936069,2024-03-11,21:20:00,21:25:00,Ensolarado,Congestionamento,Motocicleta,Metropolitano,Pets,69
ped_sgdisyadr,4,4.2,9.984226954694535,76.32342765532938,10.032683865681626,76.35402026775334,2024-02-17,13:45:00,14:00:00,Tempestade,Alto,Scooter,Urbano,Esportes,164
ped_gsw12f0dw,5,4.2,19.877062708849415,75.3641139064955,19.92461615092019,75.4188138174661,2024-02-15,17:15:00,17:30:00,Nublado,Medio,Motocicleta,Urbano,Brinquedos,86
ped_3x5k3zpfy,17,4.1,26.891870456677403,75.7837673165465,26.972754904902928,75.85885612490056,2024-03-16,18:45:00,19:00:00,Tempestade,Medio,Van,Metropolitano,Cosmeticos,140
ped_tjakltlpo,12,4.1,26.91544006218923,75.79239994198599,26.9369050060621,75.81569611472636,2024-03-26,21:30:00,21:45:00,Nublado,Congestionamento,Scooter,Metropolitano,Livros,77
ped_zkcbs5wxm,8,4.1,13.030796867212644,80.19507567508296,13.033206630882278,80.222388988067,2024-04-03,11:35:00,11:40:00,Chuvoso,Alto,Motocicleta,Metropolitano,Roupas,158
ped_aemh3129t,4,4.3,17.4010205731619,78.42595002331707,17.448476687850512,78.45691636561054,2024-03-13,20:25:00,20:30:00,Ventania,Congestionamento,Scooter,Metropolitano,Mercado,107
ped_eg3gkkt6o,8,4.2,12.301194800675766,76.6582644953922,12.387142657238376,76.73358405282998,2024-03-20,21:35:00,21:45:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Pets,159
ped_djcxbwshz,12,4.0,11.011580458998523,77.00815794799668,11.065294505099427,77.06734300277557,2024-03-26,20:25:00,20:30:00,Chuvoso,Congestionamento,Scooter,Metropolitano,Calçados,159
ped_ri9i6kxx5,9,3.6,23.369701618057128,85.33501299050162,23.447132795839877,85.40682034508208,2024-04-04,18:15:00,18:20:00,Nublado,Medio,Van,Metropolitano,Eletronicos,31
ped_6qz6bbnuw,2,4.9,18.6052323528713,73.78919812156029,18.612005230578557,73.81279931099859,2024-03-01,22:55:00,23:10:00,Neblina,Baixo,Scooter,Metropolitano,Mercado,171
